%time,field.layout.dim0.label,field.layout.dim0.size,field.layout.dim0.stride,field.layout.data_offset,field.data0,field.data1,field.data2,field.data3
1508712033330617688,data,1,4,0,190.007888794,-458.639892578,0.223117411137,-0.714066028595
1508712033341618884,data,1,4,0,190.007675171,-458.640228271,0.22192671895,-0.719701349735
1508712033352182939,data,1,4,0,190.007492065,-458.64050293,0.218444421887,-0.723953604698
1508712033363873363,data,1,4,0,190.007339478,-458.640686035,0.213457539678,-0.727364361286
1508712033375107167,data,1,4,0,190.007202148,-458.640838623,0.210418298841,-0.729442715645
1508712033381689290,data,1,4,0,190.007064819,-458.640930176,0.205115303397,-0.731655418873
1508712033399359746,data,1,4,0,190.006942749,-458.641021729,0.201883256435,-0.733003735542
1508712033399552874,data,1,4,0,190.006790161,-458.641021729,0.194891557097,-0.726838171482
1508712033411936746,data,1,4,0,190.006652832,-458.640960693,0.190630152822,-0.723079800606
1508712033422143972,data,1,4,0,190.006515503,-458.640899658,0.185000315309,-0.721549451351
1508712033434396644,data,1,4,0,190.006378174,-458.640869141,0.181569084525,-0.720616817474
1508712033442199618,data,1,4,0,190.006240845,-458.640838623,0.175782337785,-0.720928311348
1508712033453371598,data,1,4,0,190.006088257,-458.640838623,0.168959841132,-0.721859812737
1508712033462673447,data,1,4,0,190.005935669,-458.640838623,0.164801642299,-0.722427666187
1508712033470304543,data,1,4,0,190.005783081,-458.640869141,0.158866509795,-0.723496735096
1508712033491249993,data,1,4,0,190.005661011,-458.640869141,0.155249193311,-0.724148392677
1508712033500414601,data,1,4,0,190.005508423,-458.640899658,0.149002045393,-0.725349605083
1508712033504748047,data,1,4,0,190.005264282,-458.806121826,0.133986607194,-0.684991121292
1508712033513881769,data,1,4,0,190.005004883,-458.906524658,0.124834507704,-0.659703016281
1508712033520430507,data,1,4,0,190.004898071,-458.968353271,0.115874059498,-0.644482314587
1508712033534269920,data,1,4,0,190.004760742,-459.00592041,0.110411889851,-0.634936332703
1508712033541667367,data,1,4,0,190.00440979,-459.027587891,0.104188598692,-0.629403173923
1508712033553384615,data,1,4,0,190.004211426,-459.041168213,0.100395984948,-0.625937521458
1508712033564005649,data,1,4,0,190.004043579,-459.049407959,0.0951547026634,-0.624196827412
1508712033572981400,data,1,4,0,190.00390625,-459.054412842,0.0919604375958,-0.623101532459
1508712033581026200,data,1,4,0,190.003753662,-459.0574646,0.0865913182497,-0.622867643833
1508712033592121825,data,1,4,0,190.003601074,-459.059326172,0.080479413271,-0.623052358627
1508712033601380236,data,1,4,0,190.003463745,-459.060455322,0.0767543464899,-0.623157203197
1508712033610962558,data,1,4,0,190.003387451,-459.061798096,0.0778420269489,-0.683446288109
1508712033623559037,data,1,4,0,190.003356934,-459.063018799,0.0785053595901,-0.720191836357
1508712033630069701,data,1,4,0,190.003295898,-459.064025879,0.0748654231429,-0.742972791195
1508712033643047435,data,1,4,0,190.003234863,-459.064788818,0.0726468414068,-0.756855487823
1508712033650650406,data,1,4,0,190.003143311,-459.065368652,0.067809484899,-0.765604555607
1508712033674251675,data,1,4,0,190.003051758,-459.065765381,0.0648610889912,-0.770935475826
1508712033675334919,data,1,4,0,190.002944946,-459.066040039,0.0594885870814,-0.774438858032
1508712033692756622,data,1,4,0,190.002838135,-459.066253662,0.056214068085,-0.776573240757
1508712033694605762,data,1,4,0,190.002700806,-459.066375732,0.0499358847737,-0.7781239748
1508712033702808534,data,1,4,0,190.002548218,-459.066467285,0.0424245819449,-0.779235839844
1508712033712694766,data,1,4,0,190.00239563,-459.066558838,0.0378464981914,-0.779913246632
1508712033719698718,data,1,4,0,190.002227783,-459.06640625,0.030904494226,-0.762381613255
1508712033735621285,data,1,4,0,190.002075195,-459.066192627,0.0266734659672,-0.751695215702
1508712033752268081,data,1,4,0,190.001922607,-459.065979004,0.0201455540955,-0.745262563229
1508712033761929936,data,1,4,0,190.00177002,-459.065826416,0.0161669291556,-0.741342127323
1508712033762182700,data,1,4,0,190.001617432,-459.065704346,0.0104770632461,-0.738978683949
1508712033771739917,data,1,4,0,190.001464844,-459.065612793,0.00388595485128,-0.737528264523
1508712033782537881,data,1,4,0,190.001312256,-459.065551758,-0.000131190143293,-0.736644566059
1508712033790356220,data,1,4,0,190.001174927,-459.065490723,-0.00537239247933,-0.736068248749
1508712033802954886,data,1,4,0,190.001052856,-459.065063477,-0.00786366872489,-0.697569727898
1508712033809694512,data,1,4,0,190.000946045,-459.06451416,-0.0120471473783,-0.674040138721
1508712033821522959,data,1,4,0,190.000839233,-459.064025879,-0.0145968385041,-0.659699141979
1508712033830383031,data,1,4,0,190.000747681,-459.06362915,-0.018069408834,-0.650895774364
1508712033842797789,data,1,4,0,190.000656128,-459.063354492,-0.0201858170331,-0.645531058311
1508712033852636989,data,1,4,0,190.000579834,-459.063110352,-0.0232229772955,-0.642191529274
1508712033874722143,data,1,4,0,190.00050354,-459.062957764,-0.025074025616,-0.640156686306
1508712033882241571,data,1,4,0,190.000411987,-459.062866211,-0.029493611306,-0.63875067234
1508712033889366775,data,1,4,0,190.000320435,-459.062774658,-0.0321873314679,-0.637893974781
1508712033897081571,data,1,4,0,190.000244141,-459.062652588,-0.0346617400646,-0.631287515163
1508712033905465595,data,1,4,0,190.000183105,-459.062530518,-0.0361697636545,-0.627260863781
1508712033911119320,data,1,4,0,190.00012207,-459.062438965,-0.0370887592435,-0.624806761742
1508712033919548761,data,1,4,0,190.000076294,-459.06237793,-0.0388096831739,-0.623236358166
1508712033932467588,data,1,4,0,190.000045776,-459.062316895,-0.0398585237563,-0.622279405594
1508712033940929217,data,1,4,0,190.0,-459.062255859,-0.0412385053933,-0.621645629406
1508712033951460458,data,1,4,0,189.999954224,-459.062225342,-0.0426662378013,-0.621217787266
1508712033966169467,data,1,4,0,189.999923706,-459.062225342,-0.0435363911092,-0.62095707655
1508712033972131686,data,1,4,0,189.999893188,-459.062194824,-0.0445056930184,-0.620766103268
1508712033982569124,data,1,4,0,189.999862671,-459.062194824,-0.0450964272022,-0.620649695396
1508712033990707363,data,1,4,0,189.999847412,-459.062042236,-0.0448665507138,-0.606526851654
1508712034001313241,data,1,4,0,189.999847412,-459.061828613,-0.0447263680398,-0.597918450832
1508712034011262495,data,1,4,0,189.999832153,-459.061676025,-0.0450549535453,-0.592639803886
1508712034022738489,data,1,4,0,189.999832153,-459.061523438,-0.0452552214265,-0.589422762394
1508712034032418156,data,1,4,0,189.999816895,-459.061401367,-0.0457996092737,-0.587428987026
1508712034041030725,data,1,4,0,189.999816895,-459.061340332,-0.0461314171553,-0.586214065552
1508712034052895787,data,1,4,0,189.999801636,-459.061279297,-0.0467448681593,-0.585440635681
1508712034060813242,data,1,4,0,189.999786377,-459.061248779,-0.0471187643707,-0.58496940136
1508712034073426232,data,1,4,0,189.999771118,-459.061218262,-0.0476585105062,-0.584656596184
1508712034093237239,data,1,4,0,189.999755859,-459.061187744,-0.0483043193817,-0.584439516068
1508712034093463804,data,1,4,0,189.999725342,-459.06137085,-0.0503872334957,-0.604317069054
1508712034100040772,data,1,4,0,189.999694824,-459.061645508,-0.0520064905286,-0.616403460503
1508712034111800676,data,1,4,0,189.999664307,-459.061889648,-0.0529934093356,-0.623770058155
1508712034120142460,data,1,4,0,189.99961853,-459.062072754,-0.0540919266641,-0.628216445446
1508712034131810488,data,1,4,0,189.999603271,-459.062225342,-0.054761428386,-0.630926072598
1508712034144026441,data,1,4,0,189.999572754,-459.062347412,-0.0556184984744,-0.632537305355
1508712034152082960,data,1,4,0,189.999542236,-459.062408447,-0.0566002763808,-0.633477389812
1508712034160790374,data,1,4,0,189.999526978,-459.062469482,-0.0571986399591,-0.634050130844
1508712034170699940,data,1,4,0,189.99949646,-459.0625,-0.0581013821065,-0.634349226952
1508712034184289870,data,1,4,0,189.754989624,-459.228363037,-0.0629390403628,-0.654287576675
1508712034193782190,data,1,4,0,189.605941772,-459.329589844,-0.0653570219874,-0.665706753731
1508712034204182909,data,1,4,0,189.515060425,-459.391357422,-0.0667462125421,-0.672195494175
1508712034209828041,data,1,4,0,189.459671021,-459.429077148,-0.0672155246139,-0.675894260406
1508712034221024604,data,1,4,0,189.425888062,-459.452056885,-0.0677938833833,-0.67794084549
1508712034232950188,data,1,4,0,189.405303955,-459.466094971,-0.0680061504245,-0.679092884064
1508712034240236384,data,1,4,0,189.39276123,-459.47467041,-0.0680500119925,-0.679736852646
1508712034251949048,data,1,4,0,189.385101318,-459.479888916,-0.0686976909637,-0.680025935173
1508712034260993289,data,1,4,0,189.38041687,-459.483062744,-0.0696372166276,-0.680120944977
1508712034272176363,data,1,4,0,189.377563477,-459.485015869,-0.0701905041933,-0.68016564846
1508712034283065057,data,1,4,0,189.375808716,-459.486175537,-0.0711039081216,-0.680122792721
1508712034290189949,data,1,4,0,189.374755859,-459.486755371,-0.069950774312,-0.664117455482
1508712034302689239,data,1,4,0,189.37411499,-459.486968994,-0.0699642375112,-0.654280722141
1508712034311684677,data,1,4,0,189.373718262,-459.487030029,-0.07057184726,-0.648216784
1508712034323100515,data,1,4,0,189.373474121,-459.487030029,-0.0709405839443,-0.644520044327
