%time,field.layout.data_offset,field.data0,field.data1,field.data2,field.data3,field.data4,field.data5,field.data6,field.data7,field.data8,field.data9,field.data10,field.data11
1508712013721531986,0,42.4440116882,-76.482460022,23.0,19.0,16.0,36.0,8.0,0.0,0.169766664505,111.0,18.0,824.0
1508712013738728112,0,42.4440116882,-76.482460022,23.0,19.0,16.0,54.0,8.0,0.0,0.169766664505,111.0,18.0,704.0
1508712013755165218,0,42.4440116882,-76.482460022,23.0,19.0,16.0,72.0,8.0,0.0,0.169766664505,111.0,18.0,376.0
1508712013772390720,0,42.4440116882,-76.482460022,23.0,19.0,16.0,0.0,8.0,0.0,0.174911111593,111.0,18.0,832.0
1508712013784005883,0,42.4440116882,-76.482460022,23.0,19.0,16.0,0.0,8.0,0.0,0.174911111593,111.0,18.0,832.0
1508712013798695047,0,42.4440116882,-76.482460022,23.0,19.0,16.0,18.0,8.0,0.0,0.174911111593,111.0,18.0,824.0
1508712013820210557,0,42.4440116882,-76.482460022,23.0,19.0,16.0,36.0,8.0,0.0,0.174911111593,111.0,18.0,824.0
1508712013837698771,0,42.4440116882,-76.482460022,23.0,19.0,16.0,54.0,8.0,0.0,0.174911111593,111.0,18.0,320.0
1508712013854797657,0,42.4440116882,-76.482460022,23.0,19.0,16.0,0.0,8.0,0.0,0.0720222219825,111.0,18.0,792.0
1508712013875972433,0,42.4440116882,-76.482460022,23.0,19.0,16.0,0.0,8.0,0.0,0.0720222219825,111.0,18.0,824.0
1508712013891509787,0,42.4440116882,-76.482460022,23.0,19.0,16.0,18.0,8.0,0.0,0.0720222219825,111.0,18.0,832.0
1508712013908273824,0,42.4440116882,-76.482460022,23.0,19.0,16.0,36.0,8.0,0.0,0.0720222219825,111.0,18.0,824.0
1508712013924434936,0,42.4440116882,-76.482460022,23.0,19.0,16.0,54.0,8.0,0.0,0.0720222219825,111.0,18.0,736.0
1508712013939237696,0,42.4440116882,-76.482460022,23.0,19.0,16.0,72.0,8.0,0.0,0.0720222219825,111.0,18.0,392.0
1508712013951597713,0,42.4440116882,-76.482460022,23.0,19.0,16.0,0.0,8.0,0.0,0.0926000028849,111.0,18.0,840.0
1508712013970430841,0,42.4440116882,-76.482460022,23.0,19.0,16.0,0.0,8.0,0.0,0.0926000028849,111.0,18.0,824.0
1508712013985476521,0,42.4440116882,-76.482460022,23.0,19.0,16.0,18.0,8.0,0.0,0.0926000028849,111.0,18.0,824.0
1508712014000024121,0,42.4440116882,-76.482460022,23.0,19.0,16.0,36.0,8.0,0.0,0.0926000028849,111.0,18.0,832.0
1508712014015561839,0,42.4440116882,-76.482460022,23.0,19.0,16.0,54.0,8.0,0.0,0.0926000028849,111.0,18.0,296.0
1508712014028235402,0,42.4440116882,-76.482460022,23.0,19.0,16.0,0.0,8.0,0.0,0.108033329248,111.0,18.0,552.0
1508712014041035738,0,42.4440116882,-76.482460022,23.0,19.0,16.0,18.0,8.0,0.0,0.108033329248,111.0,18.0,832.0
1508712014057850505,0,42.4440116882,-76.482460022,23.0,19.0,16.0,0.0,8.0,0.0,0.108033329248,111.0,18.0,824.0
1508712014073296451,0,42.4440116882,-76.482460022,23.0,19.0,16.0,18.0,8.0,0.0,0.108033329248,111.0,18.0,832.0
1508712014087791602,0,42.4440116882,-76.482460022,23.0,19.0,16.0,36.0,8.0,0.0,0.108033329248,111.0,18.0,824.0
1508712014104414700,0,42.4440116882,-76.482460022,23.0,19.0,16.0,54.0,8.0,0.0,0.108033329248,111.0,18.0,248.0
1508712014122334222,0,42.4440116882,-76.4824676514,23.0,19.0,16.0,0.0,8.0,0.0,0.123466663063,111.0,18.0,840.0
1508712014136055196,0,42.4440116882,-76.4824676514,23.0,19.0,16.0,0.0,8.0,0.0,0.123466663063,111.0,18.0,824.0
1508712014148190418,0,42.4440116882,-76.4824676514,23.0,19.0,16.0,18.0,8.0,0.0,0.123466663063,111.0,18.0,832.0
1508712014165480556,0,42.4440116882,-76.4824676514,23.0,19.0,16.0,36.0,8.0,0.0,0.123466663063,111.0,18.0,824.0
1508712014182676579,0,42.4440116882,-76.4824676514,23.0,19.0,16.0,54.0,8.0,0.0,0.123466663063,111.0,18.0,616.0
1508712014193274331,0,42.4440116882,-76.4824676514,23.0,19.0,16.0,72.0,8.0,0.0,0.123466663063,111.0,18.0,448.0
1508712014210258268,0,42.4440116882,-76.4824676514,23.0,19.0,16.0,0.0,8.0,0.0,0.23664444685,111.0,18.0,832.0
1508712014224116222,0,42.4440116882,-76.4824676514,23.0,19.0,16.0,0.0,8.0,0.0,0.23664444685,111.0,18.0,824.0
1508712014238888877,0,42.4440116882,-76.4824676514,23.0,19.0,16.0,18.0,8.0,0.0,0.23664444685,111.0,18.0,832.0
1508712014255129886,0,42.4440116882,-76.4824676514,23.0,19.0,16.0,36.0,8.0,0.0,0.23664444685,111.0,18.0,824.0
1508712014268095381,0,42.4440116882,-76.4824676514,23.0,19.0,16.0,54.0,8.0,0.0,0.23664444685,111.0,18.0,264.0
1508712014283573567,0,42.4440116882,-76.4824676514,23.0,19.0,16.0,0.0,8.0,22.2000007629,0.432133316994,111.0,18.0,744.0
1508712014296068065,0,42.4440116882,-76.4824676514,23.0,19.0,16.0,0.0,8.0,22.2000007629,0.432133316994,111.0,18.0,824.0
1508712014309307001,0,42.4440116882,-76.4824676514,23.0,19.0,16.0,18.0,8.0,22.2000007629,0.432133316994,111.0,18.0,832.0
1508712014334194225,0,42.4440116882,-76.4824676514,23.0,19.0,16.0,36.0,8.0,22.2000007629,0.432133316994,111.0,18.0,824.0
1508712014350997064,0,42.4440116882,-76.4824676514,23.0,19.0,16.0,54.0,8.0,22.2000007629,0.432133316994,111.0,18.0,824.0
1508712014363961100,0,42.4440116882,-76.4824676514,23.0,19.0,16.0,72.0,8.0,22.2000007629,0.432133316994,111.0,18.0,320.0
1508712014381197280,0,42.4440116882,-76.4824676514,23.0,19.0,16.0,0.0,8.0,22.2000007629,0.23664444685,111.0,18.0,832.0
1508712014402497214,0,42.4440116882,-76.4824676514,23.0,19.0,16.0,0.0,9.0,22.2000007629,0.23664444685,104.0,18.0,832.0
1508712014417654770,0,42.4440116882,-76.4824676514,23.0,19.0,16.0,18.0,9.0,22.2000007629,0.23664444685,104.0,18.0,824.0
1508712014442518973,0,42.4440116882,-76.4824676514,23.0,19.0,16.0,36.0,9.0,22.2000007629,0.23664444685,104.0,18.0,824.0
1508712014461079858,0,42.4440116882,-76.4824676514,23.0,19.0,16.0,54.0,9.0,22.2000007629,0.23664444685,104.0,18.0,464.0
1508712014477773165,0,42.4440155029,-76.4824676514,23.0,19.0,17.0,0.0,9.0,347.480010986,0.437277764082,104.0,18.0,680.0
1508712014493316821,0,42.4440155029,-76.4824676514,23.0,19.0,17.0,18.0,9.0,347.480010986,0.437277764082,104.0,18.0,824.0
1508712014515157440,0,42.4440155029,-76.4824676514,23.0,19.0,17.0,0.0,9.0,347.480010986,0.437277764082,104.0,18.0,832.0
1508712014532150334,0,42.4440155029,-76.4824676514,23.0,19.0,17.0,18.0,9.0,347.480010986,0.437277764082,104.0,18.0,824.0
1508712014550432987,0,42.4440155029,-76.4824676514,23.0,19.0,17.0,36.0,9.0,347.480010986,0.437277764082,104.0,18.0,824.0
1508712014567581404,0,42.4440155029,-76.4824676514,23.0,19.0,17.0,54.0,9.0,347.480010986,0.437277764082,104.0,18.0,152.0
1508712014586504170,0,42.4440155029,-76.4824676514,23.0,19.0,17.0,72.0,9.0,347.480010986,0.437277764082,104.0,18.0,16.0
1508712014601064322,0,42.4440155029,-76.4824676514,23.0,19.0,17.0,0.0,9.0,337.769989014,0.44242221117,104.0,18.0,848.0
1508712014618694777,0,42.4440155029,-76.4824676514,23.0,19.0,17.0,0.0,9.0,337.769989014,0.44242221117,104.0,18.0,824.0
1508712014638574379,0,42.4440155029,-76.4824676514,23.0,19.0,17.0,18.0,9.0,337.769989014,0.44242221117,104.0,18.0,824.0
1508712014654546478,0,42.4440155029,-76.4824676514,23.0,19.0,17.0,36.0,9.0,337.769989014,0.44242221117,104.0,18.0,832.0
1508712014673053144,0,42.4440155029,-76.4824676514,23.0,19.0,17.0,54.0,9.0,337.769989014,0.44242221117,104.0,18.0,824.0
1508712014689157328,0,42.4440155029,-76.4824676514,23.0,19.0,17.0,0.0,9.0,337.769989014,0.18520000577,104.0,18.0,824.0
1508712014710650598,0,42.4440155029,-76.4824676514,23.0,19.0,17.0,0.0,9.0,337.769989014,0.18520000577,104.0,18.0,832.0
1508712014728412670,0,42.4440155029,-76.4824676514,23.0,19.0,17.0,18.0,9.0,337.769989014,0.18520000577,104.0,18.0,824.0
1508712014746718812,0,42.4440155029,-76.4824676514,23.0,19.0,17.0,36.0,9.0,337.769989014,0.18520000577,104.0,18.0,824.0
1508712014764929224,0,42.4440155029,-76.4824676514,23.0,19.0,17.0,54.0,9.0,337.769989014,0.18520000577,104.0,18.0,776.0
1508712014781269610,0,42.4440155029,-76.4824676514,23.0,19.0,17.0,0.0,9.0,337.769989014,0.241788893938,104.0,18.0,832.0
1508712014794733965,0,42.4440155029,-76.4824676514,23.0,19.0,17.0,0.0,9.0,337.769989014,0.241788893938,104.0,18.0,824.0
1508712014815060240,0,42.4440155029,-76.4824676514,23.0,19.0,17.0,18.0,9.0,337.769989014,0.241788893938,104.0,18.0,824.0
1508712014831920372,0,42.4440155029,-76.4824676514,23.0,19.0,17.0,36.0,9.0,337.769989014,0.241788893938,104.0,18.0,832.0
1508712014851829766,0,42.4440155029,-76.4824676514,23.0,19.0,17.0,54.0,9.0,337.769989014,0.241788893938,104.0,18.0,656.0
